Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV01470,C00883,"P00524,P00511,P00156",07/05/2024,MK
INV01471,C01252,"P00481,P00333,P00052,P00050,P00298",07/11/2025,MK
INV01472,C00034,"P00215,P00450,P00007,P00386,P00190",17/05/2025,ST
INV01473,C00826,"P00482,P00274,P00385,P00165,P00302",10/11/2024,CYB
INV01474,C01046,"P00254,P00079,P00519,P00051,P00486",30/04/2025,CYB
INV01475,C00636,"P00373,P00353,P00422,P00266",08/06/2025,CYB
INV01476,C00392,P00242,04/04/2025,ST
INV01477,C00051,"P00044,P00450,P00486,P00503",31/12/2025,MK
INV01478,C00540,"P00523,P00092",21/09/2025,CYB
INV01479,C00014,"P00039,P00396",13/06/2025,CYB
INV01480,C00964,P00377,22/12/2024,ST
INV01481,C00666,"P00186,P00073,P00501",18/06/2025,TKO
INV01482,C01044,"P00156,P00336,P00108,P00089",04/09/2025,ST
INV01483,C01364,P00178,18/10/2024,ST
INV01484,C00578,"P00172,P00381,P00197,P00276",10/10/2025,CYB
INV01485,C00420,P00469,21/04/2024,TKO
INV01486,C00277,"P00299,P00434,P00082,P00106",22/06/2025,CYB
INV01487,C00941,"P00373,P00353,P00422,P00266",15/08/2024,CYB
INV01488,C00908,"P00062,P00192,P00358,P00173",25/06/2024,CYB
INV01489,C01249,P00307,08/10/2024,CYB
INV01490,C01010,"P00166,P00344,P00131,P00066",16/05/2024,MK
INV01491,C00171,P00057,23/07/2024,ST
INV01492,C00920,"P00091,P00085,P00490,P00454,P00108",29/07/2025,ST
INV01493,C00439,"P00373,P00353,P00422,P00266,P00098,P00050",07/04/2024,TKO
INV01494,C00621,"P00010,P00451",10/10/2024,CYB
INV01495,C00064,"P00025,P00415,P00517,P00275",04/09/2025,MK
INV01496,C01085,"P00224,P00004",20/04/2025,TKO
INV01497,C00503,P00063,26/04/2024,CYB
INV01498,C00684,"P00156,P00336,P00108,P00089",17/03/2025,TKO
INV01499,C00867,"P00170,P00338,P00435",05/12/2025,MK
INV01500,C00601,"P00131,P00355,P00440,P00173",16/12/2025,TKO
INV01501,C01050,"P00397,P00039,P00293",22/12/2025,MK
INV01502,C01188,"P00241,P00400,P00513,P00307",16/01/2025,CYB
INV01503,C00149,"P00156,P00336,P00108,P00089,P00441,P00430",14/12/2024,MK
INV01504,C00537,P00452,06/09/2025,MK
INV01505,C00289,"P00373,P00353,P00422,P00266",24/04/2025,MK
INV01506,C00156,"P00058,P00382,P00152",23/11/2024,MK
INV01507,C00398,"P00366,P00232,P00102,P00124,P00021",03/08/2025,ST
INV01508,C00451,"P00444,P00248,P00532",13/07/2025,TKO
INV01509,C00589,"P00302,P00358,P00330,P00057",06/07/2025,CYB
INV01510,C01015,"P00365,P00533,P00247,P00355",12/09/2024,MK
INV01511,C01232,"P00156,P00336,P00108,P00089",29/12/2025,CYB
INV01512,C00800,"P00373,P00353,P00422,P00266,P00348,P00355",30/06/2024,TKO
INV01513,C00052,"P00318,P00201,P00004",27/06/2025,TKO
INV01514,C00978,"P00373,P00353,P00422,P00266,P00294,P00271",04/05/2025,TKO
INV01515,C00777,"P00192,P00061,P00396",18/10/2024,TKO
INV01516,C00766,"P00123,P00017,P00235",11/10/2025,CYB
INV01517,C00052,"P00177,P00280,P00516,P00447",23/09/2024,TKO
INV01518,C00112,"P00463,P00381,P00434,P00118",26/03/2024,CYB
INV01519,C00926,"P00156,P00336,P00108,P00089,P00077,P00255",15/04/2024,CYB
INV01520,C01060,"P00156,P00336,P00108,P00089,P00332",05/11/2025,CYB
INV01521,C00242,"P00199,P00014,P00128",23/10/2024,MK
INV01522,C01253,"P00373,P00353,P00422,P00266,P00420,P00181",09/06/2024,MK
INV01523,C01393,"P00350,P00414,P00089,P00067,P00188",14/01/2025,CYB
INV01524,C00299,P00338,29/09/2025,ST
INV01525,C00616,"P00238,P00384,P00407,P00396,P00219",21/08/2025,CYB
INV01526,C00881,"P00452,P00166,P00368,P00181,P00496",16/06/2024,TKO
INV01527,C00820,"P00356,P00281,P00535",19/07/2025,CYB
INV01528,C01427,"P00358,P00495",16/05/2024,TKO
INV01529,C00243,"P00373,P00353,P00422,P00266,P00302,P00164",13/04/2025,TKO
INV01530,C00282,"P00013,P00386,P00318,P00130,P00307",05/04/2025,CYB
INV01531,C00487,"P00162,P00462",13/02/2025,TKO
INV01532,C00866,"P00248,P00469,P00140",25/02/2025,CYB
INV01533,C01206,"P00118,P00397",16/12/2024,CYB
INV01534,C00952,"P00413,P00108,P00054,P00502",31/12/2025,MK
INV01535,C01437,"P00041,P00342,P00442",07/03/2024,MK
INV01536,C00501,"P00115,P00214",20/11/2024,ST
INV01537,C01272,"P00500,P00417,P00319",25/10/2024,MK
INV01538,C00622,"P00156,P00336,P00108,P00089,P00139,P00224",13/05/2024,MK
INV01539,C00283,"P00417,P00244,P00437,P00261",18/04/2025,TKO
INV01540,C01326,P00032,30/12/2025,MK
INV01541,C00632,"P00206,P00434,P00316",16/10/2025,MK
INV01542,C00016,"P00413,P00463,P00326,P00484",25/10/2024,CYB
INV01543,C00247,"P00473,P00283,P00047,P00336,P00268",19/05/2024,CYB
INV01544,C00780,"P00189,P00108,P00122,P00034",04/11/2025,CYB
INV01545,C01214,"P00373,P00353,P00422,P00266,P00280,P00409",13/07/2024,MK
INV01546,C00096,"P00156,P00336,P00108,P00089,P00412,P00525",08/04/2025,MK
INV01547,C01074,"P00439,P00222,P00374,P00336,P00446",06/04/2024,ST
INV01548,C01350,"P00156,P00336,P00108,P00089,P00379",19/06/2024,TKO
INV01549,C00475,"P00366,P00171",13/11/2025,TKO
INV01550,C00326,"P00156,P00336,P00108,P00089,P00052",21/01/2024,TKO
INV01551,C00692,"P00271,P00032,P00270,P00234",05/09/2024,CYB
INV01552,C01137,"P00036,P00220",05/12/2025,TKO
INV01553,C00898,"P00156,P00336,P00108,P00089",07/02/2024,MK
INV01554,C00877,"P00156,P00336,P00108,P00089,P00508,P00327",31/08/2025,ST
INV01555,C00611,"P00317,P00308,P00040,P00106",22/12/2025,MK
INV01556,C00339,P00415,27/10/2025,ST
INV01557,C01234,"P00373,P00353,P00422,P00266,P00163",03/01/2024,TKO
INV01558,C01097,"P00209,P00389",26/10/2025,CYB
INV01559,C00345,"P00054,P00483,P00502,P00362,P00330",13/10/2024,TKO
INV01560,C00300,"P00214,P00132,P00152,P00102,P00334",08/07/2025,MK
INV01561,C01242,"P00335,P00245",20/01/2025,MK
INV01562,C00237,"P00156,P00336,P00108,P00089,P00170,P00091",30/11/2025,ST
INV01563,C01319,P00424,28/02/2025,ST
INV01564,C00800,"P00156,P00336,P00108,P00089,P00191",21/04/2024,ST
INV01565,C01380,"P00509,P00010,P00517",16/02/2024,MK
INV01566,C00361,"P00156,P00336,P00108,P00089,P00166,P00009",10/04/2025,TKO
INV01567,C01034,"P00265,P00163",21/04/2024,TKO
INV01568,C00987,"P00156,P00336,P00108,P00089,P00539,P00263",10/07/2024,CYB
INV01569,C00809,"P00033,P00474,P00376,P00426",10/10/2025,CYB
INV01570,C00993,"P00373,P00353,P00422,P00266",25/08/2024,TKO
INV01571,C00187,"P00156,P00336,P00108,P00089",05/09/2024,MK
INV01572,C00009,"P00347,P00218,P00282,P00413,P00044",15/09/2024,MK
INV01573,C01292,"P00134,P00210,P00031",16/09/2025,CYB
INV01574,C00656,"P00068,P00047,P00534",13/03/2025,CYB
INV01575,C00938,"P00156,P00336,P00108,P00089,P00227",13/07/2024,MK
INV01576,C01314,"P00156,P00336,P00108,P00089,P00361,P00025",02/01/2025,ST
INV01577,C00363,"P00345,P00397",14/11/2024,CYB
INV01578,C01203,"P00373,P00353,P00422,P00266,P00183,P00031",17/11/2025,ST
INV01579,C01250,"P00156,P00336,P00108,P00089",10/03/2024,MK
INV01580,C00518,P00107,04/01/2024,MK
INV01581,C00746,"P00397,P00369,P00057,P00094,P00208",23/06/2025,CYB
INV01582,C00065,"P00088,P00363,P00037",29/01/2025,MK
INV01583,C01394,"P00333,P00423,P00312,P00273,P00404",24/11/2025,MK
INV01584,C01302,P00429,31/10/2025,TKO
INV01585,C01374,"P00156,P00336,P00108,P00089",22/10/2025,MK
INV01586,C01152,"P00157,P00489,P00323",26/03/2024,MK
INV01587,C00995,"P00156,P00336,P00108,P00089,P00135,P00487",05/10/2025,MK
INV01588,C01436,"P00156,P00336,P00108,P00089,P00160,P00111",27/10/2025,TKO
INV01589,C00654,"P00445,P00218",06/04/2025,ST
INV01590,C00996,"P00248,P00317",03/07/2025,CYB
INV01591,C00937,"P00373,P00353,P00422,P00266,P00381",16/11/2025,ST
INV01592,C00318,"P00373,P00353,P00422,P00266",23/07/2025,TKO
INV01593,C00466,"P00177,P00139,P00085,P00518",27/07/2025,TKO
INV01594,C01174,"P00373,P00353,P00422,P00266",28/10/2025,TKO
INV01595,C00422,"P00156,P00336,P00108,P00089",09/11/2024,CYB
INV01596,C00392,"P00126,P00180",15/01/2025,CYB
INV01597,C00790,"P00253,P00028,P00501,P00014",06/07/2024,ST
INV01598,C00805,"P00156,P00336,P00108,P00089",26/10/2025,TKO
INV01599,C00524,"P00207,P00459,P00262,P00184",25/12/2025,MK
INV01600,C00675,P00302,26/04/2025,TKO
INV01601,C00492,"P00373,P00353,P00422,P00266",07/11/2025,CYB
INV01602,C01275,"P00462,P00019",25/01/2025,CYB
INV01603,C00353,"P00373,P00353,P00422,P00266,P00055,P00330",24/08/2025,CYB
INV01604,C00741,"P00468,P00015,P00222",16/08/2025,ST
INV01605,C01032,"P00385,P00391,P00126,P00203,P00481",07/02/2024,CYB
INV01606,C00053,"P00029,P00327,P00487,P00146",08/01/2024,MK
INV01607,C00126,"P00156,P00336,P00108,P00089,P00241",01/05/2024,ST
INV01608,C00652,"P00373,P00353,P00422,P00266",13/09/2024,CYB
INV01609,C00271,"P00534,P00448",05/07/2024,MK
INV01610,C00431,"P00542,P00085",28/11/2024,MK
INV01611,C01341,"P00373,P00353,P00422,P00266,P00487,P00160",29/08/2025,TKO
INV01612,C01307,"P00130,P00384,P00018,P00331,P00022",29/10/2025,CYB
INV01613,C00617,"P00156,P00336,P00108,P00089",24/01/2025,TKO
INV01614,C00005,"P00272,P00226,P00304",11/02/2025,MK
INV01615,C00529,"P00306,P00040,P00391,P00216",10/01/2024,CYB
INV01616,C00517,"P00056,P00132,P00033,P00521,P00324",08/02/2024,MK
INV01617,C00077,"P00156,P00336,P00108,P00089,P00245",10/01/2024,CYB
INV01618,C00367,"P00408,P00032,P00447",24/03/2025,TKO
INV01619,C00026,"P00156,P00336,P00108,P00089,P00072",28/06/2024,MK
INV01620,C01407,"P00156,P00336,P00108,P00089",28/03/2025,ST
INV01621,C00529,"P00373,P00353,P00422,P00266,P00524",07/09/2025,MK
INV01622,C01445,"P00294,P00044,P00323,P00296,P00517",23/03/2024,MK
INV01623,C01244,"P00326,P00502,P00454",25/10/2024,TKO
INV01624,C01332,P00343,21/02/2025,MK
INV01625,C01018,P00356,23/11/2024,TKO
INV01626,C01351,P00367,27/01/2024,TKO
INV01627,C01106,"P00156,P00336,P00108,P00089",23/01/2025,CYB
INV01628,C00160,P00262,16/06/2024,MK
INV01629,C01080,"P00303,P00515,P00273,P00256",01/02/2024,TKO
INV01630,C00426,"P00235,P00507",27/08/2024,TKO
INV01631,C00827,"P00156,P00336,P00108,P00089,P00476",25/10/2025,TKO
INV01632,C01027,"P00156,P00336,P00108,P00089,P00453",04/12/2024,CYB
INV01633,C00177,"P00433,P00247,P00546",30/05/2024,CYB
INV01634,C00831,P00483,07/09/2024,TKO
INV01635,C01389,"P00373,P00431,P00068",01/09/2024,MK
INV01636,C00248,"P00156,P00336,P00108,P00089",11/12/2024,MK
INV01637,C00638,"P00373,P00353,P00422,P00266,P00462,P00048",03/12/2024,TKO
INV01638,C00412,"P00254,P00091",11/06/2025,MK
INV01639,C01422,"P00109,P00060,P00038,P00320,P00413",02/04/2024,MK
INV01640,C00582,"P00025,P00117",01/05/2025,CYB
INV01641,C00190,P00161,22/10/2024,CYB
INV01642,C00266,"P00156,P00336,P00108,P00089,P00244",31/10/2025,CYB
INV01643,C00867,P00496,15/03/2025,MK
INV01644,C01213,"P00156,P00336,P00108,P00089,P00113,P00397",14/04/2025,MK
INV01645,C00910,P00194,18/03/2025,MK
INV01646,C00028,"P00373,P00353,P00422,P00266,P00041",02/10/2024,MK
INV01647,C01082,"P00094,P00409",25/12/2024,CYB
INV01648,C01089,"P00102,P00153,P00084,P00134",17/06/2024,TKO
INV01649,C01051,"P00199,P00267,P00478",08/06/2024,MK
INV01650,C00199,"P00373,P00353,P00422,P00266,P00291",09/06/2024,MK
INV01651,C00778,P00377,08/02/2025,MK
INV01652,C01199,"P00210,P00300",16/11/2025,MK
INV01653,C01219,"P00246,P00087",09/03/2024,TKO
INV01654,C01213,"P00156,P00336,P00108,P00089",05/04/2024,MK
INV01655,C00030,"P00258,P00490,P00390,P00343,P00483",26/06/2024,TKO
INV01656,C00189,"P00276,P00259,P00199,P00413",26/09/2025,ST
INV01657,C01117,"P00024,P00249,P00290,P00325,P00284",17/07/2025,MK
INV01658,C00112,"P00373,P00353,P00422,P00266,P00051,P00243",18/01/2024,MK
INV01659,C01002,"P00156,P00336,P00108,P00089,P00521",02/06/2024,MK
INV01660,C00264,"P00319,P00498,P00080",06/12/2025,TKO
INV01661,C00972,"P00426,P00176",10/10/2025,CYB
INV01662,C00831,"P00300,P00174",25/11/2025,CYB
INV01663,C00556,"P00419,P00185,P00388,P00488,P00339",23/06/2025,ST
INV01664,C00592,"P00502,P00114,P00266,P00497,P00066",22/04/2025,MK
INV01665,C01420,"P00443,P00409",12/06/2025,CYB
INV01666,C00196,"P00065,P00436,P00053,P00467,P00407",28/12/2025,TKO
INV01667,C00306,"P00156,P00336,P00108,P00089,P00286",30/11/2024,TKO
INV01668,C00247,"P00373,P00353,P00422,P00266,P00023",07/07/2024,CYB
INV01669,C00523,"P00250,P00447",30/04/2025,MK
INV01670,C00480,P00525,17/07/2025,MK
INV01671,C01438,"P00345,P00453,P00080,P00152",25/09/2025,MK
INV01672,C00404,"P00156,P00336,P00108,P00089,P00017",11/09/2025,MK
INV01673,C00464,P00189,14/05/2024,MK
INV01674,C01391,P00504,28/08/2024,CYB
INV01675,C00299,P00425,03/10/2024,ST
INV01676,C01062,"P00103,P00336,P00363,P00028,P00501",02/01/2025,MK
INV01677,C01174,P00054,05/07/2025,MK
INV01678,C00480,"P00477,P00098,P00389,P00272,P00062",27/12/2025,MK
INV01679,C01212,"P00032,P00165,P00260,P00284",10/04/2024,TKO
INV01680,C00748,"P00284,P00336,P00161,P00035",14/05/2024,TKO
INV01681,C00548,"P00070,P00325,P00299",09/06/2025,TKO
INV01682,C01181,"P00521,P00304,P00022,P00330",26/06/2024,TKO
INV01683,C00953,"P00156,P00336,P00108,P00089,P00122,P00305",15/02/2025,MK
INV01684,C00717,"P00156,P00336,P00108,P00089",28/05/2025,ST
INV01685,C01186,"P00005,P00346,P00396",28/05/2025,MK
INV01686,C01327,"P00373,P00353,P00422,P00266,P00347",05/10/2024,ST
INV01687,C01026,"P00156,P00336,P00108,P00089,P00448,P00212",20/09/2025,TKO
INV01688,C00838,P00468,24/08/2024,MK
INV01689,C00461,"P00192,P00392",04/08/2024,TKO
INV01690,C00147,"P00325,P00277,P00444,P00134,P00207",28/08/2025,MK
INV01691,C00417,"P00112,P00534,P00181,P00096,P00487",30/12/2024,CYB
INV01692,C01035,"P00061,P00255,P00406,P00324",06/05/2025,MK
INV01693,C00577,"P00184,P00154,P00279",13/11/2024,CYB
INV01694,C00356,"P00538,P00259,P00521",28/10/2024,MK
INV01695,C00296,P00019,17/07/2024,MK
INV01696,C00953,"P00405,P00139,P00343,P00357,P00011",29/11/2025,MK
INV01697,C00073,"P00540,P00439,P00339,P00473,P00015",09/08/2025,CYB
INV01698,C00263,P00542,06/01/2025,TKO
INV01699,C00917,"P00328,P00405,P00169,P00053",29/05/2024,CYB
INV01700,C01119,P00484,01/11/2024,MK
INV01701,C00833,"P00161,P00527",10/11/2024,MK
INV01702,C00057,"P00117,P00179,P00161,P00162",22/06/2024,MK
INV01703,C00951,"P00373,P00353,P00422,P00266",05/04/2025,MK
INV01704,C00869,"P00253,P00217",30/10/2024,MK
INV01705,C00308,P00086,23/12/2024,CYB
INV01706,C00505,"P00532,P00139,P00421",11/10/2025,MK
INV01707,C00461,"P00269,P00319",11/02/2024,MK
INV01708,C00071,"P00156,P00336,P00108,P00089,P00136",08/09/2025,CYB
INV01709,C00646,"P00475,P00160",30/05/2024,TKO
INV01710,C00031,"P00012,P00428",31/10/2024,MK
INV01711,C00094,"P00156,P00336,P00108,P00089,P00289",22/06/2025,TKO
INV01712,C00551,"P00476,P00045",29/06/2025,MK
INV01713,C00741,"P00134,P00123,P00205",13/12/2025,CYB
INV01714,C00652,"P00364,P00100,P00055,P00406,P00362",11/08/2025,ST
INV01715,C00271,"P00154,P00457,P00355",17/01/2025,TKO
INV01716,C00843,"P00113,P00358",09/03/2024,CYB
INV01717,C00696,"P00043,P00327,P00343,P00243,P00086",22/10/2024,MK
INV01718,C00524,"P00163,P00175",20/12/2025,MK
INV01719,C00328,"P00373,P00519,P00230",28/03/2025,ST
INV01720,C01402,"P00093,P00488,P00225,P00491",29/07/2024,CYB
INV01721,C00321,"P00303,P00319,P00445,P00230,P00461",11/12/2025,TKO
INV01722,C00547,"P00373,P00353,P00422,P00266,P00015",06/10/2024,ST
INV01723,C00755,"P00144,P00472,P00191,P00537,P00045",22/10/2025,TKO
INV01724,C00197,"P00198,P00489",25/01/2024,MK
INV01725,C00046,"P00313,P00535,P00107,P00002",29/08/2024,MK
INV01726,C00974,P00456,12/06/2024,ST
INV01727,C00609,"P00156,P00336,P00108,P00089",19/06/2025,ST
INV01728,C00377,"P00373,P00353,P00422,P00266,P00296,P00509",22/08/2025,MK
INV01729,C00039,P00083,05/01/2024,TKO
INV01730,C00991,"P00118,P00137",12/01/2025,MK
INV01731,C01433,"P00156,P00336,P00108,P00089,P00163,P00063",26/05/2025,TKO
INV01732,C01143,"P00112,P00028,P00343",08/09/2025,CYB
INV01733,C00235,"P00156,P00336,P00108,P00089,P00090,P00298",11/10/2024,TKO
INV01734,C00742,"P00095,P00264,P00268,P00526",19/07/2024,CYB
INV01735,C00774,"P00113,P00531,P00296,P00207",05/04/2025,TKO
INV01736,C01179,"P00119,P00058,P00244,P00464,P00292",12/07/2025,CYB
INV01737,C00226,"P00300,P00118,P00126,P00369",22/07/2025,ST
INV01738,C00807,"P00540,P00123,P00068",02/12/2025,MK
INV01739,C00089,"P00303,P00366,P00499,P00097",26/02/2024,CYB
INV01740,C00205,"P00286,P00374,P00440",07/10/2024,TKO
INV01741,C00448,"P00373,P00353,P00422,P00266",31/01/2024,MK
INV01742,C00345,"P00373,P00353,P00422,P00266,P00215,P00226",11/04/2024,MK
INV01743,C00926,"P00156,P00336,P00108,P00089,P00314",06/10/2025,CYB
INV01744,C00552,"P00373,P00353,P00422,P00266,P00158",02/12/2024,TKO
INV01745,C01016,"P00392,P00357",13/09/2025,MK
INV01746,C00426,"P00373,P00353,P00422,P00266,P00356,P00171",19/04/2024,MK
INV01747,C00510,"P00504,P00291,P00513,P00227,P00441",13/05/2024,MK
INV01748,C01145,"P00156,P00336,P00108,P00089,P00254,P00437",17/04/2025,TKO
INV01749,C00101,P00046,26/01/2024,MK
INV01750,C00810,P00297,09/04/2024,MK
INV01751,C00446,P00114,16/10/2025,CYB
INV01752,C00415,"P00156,P00036,P00130,P00354",11/05/2025,TKO
INV01753,C00572,"P00543,P00302",19/05/2024,CYB
INV01754,C00589,"P00528,P00224,P00315,P00056",23/08/2025,ST
INV01755,C00779,"P00373,P00353,P00422,P00266,P00179",08/06/2024,TKO
INV01756,C01082,P00506,20/09/2024,TKO
INV01757,C00200,"P00373,P00353,P00422,P00266,P00418",21/09/2024,ST
INV01758,C00803,"P00197,P00119",02/06/2025,TKO
INV01759,C00655,"P00156,P00336,P00108,P00089,P00444,P00029",20/02/2025,MK
INV01760,C01272,P00338,06/01/2024,ST
INV01761,C00948,"P00373,P00353,P00422,P00266,P00399",27/07/2024,TKO
INV01762,C01390,"P00374,P00409,P00291,P00517,P00082",12/03/2025,CYB
INV01763,C01164,"P00373,P00353,P00422,P00266,P00446",03/06/2024,MK
INV01764,C00254,"P00344,P00438,P00282,P00143,P00240",27/12/2024,TKO
INV01765,C00434,"P00026,P00140,P00437",09/06/2024,CYB
INV01766,C01132,"P00132,P00282,P00509,P00168,P00188",27/12/2024,TKO
INV01767,C00971,"P00373,P00353,P00422,P00266,P00105",25/11/2024,TKO
INV01768,C00832,"P00255,P00411,P00200",03/10/2025,CYB
INV01769,C00970,"P00544,P00082,P00464,P00224,P00030",31/01/2025,MK
INV01770,C01213,"P00207,P00032,P00282",11/03/2024,ST
INV01771,C01338,"P00245,P00153,P00487",09/04/2025,CYB
INV01772,C00813,"P00432,P00333,P00462,P00272,P00315",14/12/2025,CYB
INV01773,C00488,"P00161,P00318,P00109",24/07/2025,TKO
INV01774,C01330,"P00156,P00336,P00108,P00089",18/05/2025,CYB
INV01775,C01095,"P00377,P00316,P00478,P00017",22/10/2024,MK
INV01776,C01114,"P00330,P00533,P00530,P00498,P00509",21/09/2025,CYB
INV01777,C00417,"P00373,P00353,P00422,P00266",17/11/2025,MK
INV01778,C00667,"P00434,P00313",24/05/2024,CYB
INV01779,C00933,"P00135,P00050",10/07/2024,MK
INV01780,C00603,"P00134,P00218,P00519,P00331",17/01/2025,MK
INV01781,C01130,"P00125,P00260,P00240",29/08/2024,CYB
INV01782,C01170,"P00404,P00270",19/09/2024,MK
INV01783,C00961,"P00402,P00249",25/06/2025,CYB
INV01784,C01403,"P00053,P00390,P00494,P00086,P00233",07/10/2024,ST
INV01785,C00642,"P00204,P00060,P00387,P00385,P00281",22/07/2024,CYB
INV01786,C00792,"P00382,P00251,P00227",02/06/2024,CYB
INV01787,C00142,"P00098,P00325,P00451,P00083",25/01/2025,TKO
INV01788,C00172,"P00547,P00261,P00193,P00514,P00488",05/06/2025,TKO
INV01789,C01421,"P00050,P00447,P00169,P00065",08/06/2024,MK
INV01790,C00763,"P00156,P00336,P00108,P00089,P00354",18/05/2024,CYB
INV01791,C01425,"P00530,P00192",08/07/2024,ST
INV01792,C00405,"P00508,P00221,P00080,P00403,P00521",04/04/2024,ST
INV01793,C00470,"P00513,P00424",20/05/2025,ST
INV01794,C01122,"P00329,P00066,P00171,P00459,P00194",14/04/2025,MK
INV01795,C00619,"P00253,P00259,P00204,P00404,P00146",30/11/2024,CYB
INV01796,C00901,"P00344,P00096,P00536",17/07/2024,CYB
INV01797,C00997,"P00373,P00353,P00422,P00266",22/05/2024,CYB
INV01798,C01260,"P00350,P00264",16/06/2024,CYB
INV01799,C01034,"P00373,P00353,P00422,P00266,P00082,P00524",07/06/2024,CYB
INV01800,C00721,"P00079,P00006",25/12/2024,TKO
INV01801,C01318,"P00156,P00336,P00108,P00089,P00073,P00299",09/12/2025,CYB
INV01802,C00083,"P00156,P00336,P00108,P00089,P00013",03/03/2024,CYB
INV01803,C01315,"P00224,P00149,P00075,P00506",10/06/2025,CYB
INV01804,C00209,"P00156,P00336,P00108,P00089,P00193,P00312",21/06/2025,TKO
INV01805,C00536,"P00089,P00042,P00106,P00472,P00253",24/05/2025,CYB
INV01806,C00752,"P00156,P00336,P00108,P00089",26/06/2025,CYB
INV01807,C00277,"P00156,P00336,P00108,P00089,P00378",18/03/2025,TKO
INV01808,C01151,P00298,12/04/2025,TKO
INV01809,C00876,"P00542,P00319,P00256,P00290,P00340",02/09/2024,MK
INV01810,C00699,P00443,26/02/2025,CYB
INV01811,C01225,"P00373,P00353,P00422,P00266,P00358,P00120",31/01/2025,MK
INV01812,C00006,"P00294,P00537,P00427,P00214,P00495",29/01/2024,CYB
INV01813,C01082,P00502,05/03/2024,MK
INV01814,C01408,"P00316,P00324",06/05/2025,MK
INV01815,C00419,"P00373,P00353,P00422,P00266,P00431",22/10/2024,MK
INV01816,C01305,"P00328,P00513,P00139",21/12/2025,MK
INV01817,C00241,"P00402,P00301",30/03/2025,CYB
INV01818,C01440,"P00156,P00336,P00108,P00089,P00115,P00456",23/08/2024,MK
INV01819,C00459,"P00075,P00193,P00414,P00348",19/03/2025,CYB
INV01820,C01301,"P00078,P00087,P00430,P00481",05/01/2025,TKO
INV01821,C00725,"P00219,P00530,P00527",24/04/2024,CYB
INV01822,C01142,"P00343,P00217,P00356,P00210,P00249",15/03/2025,TKO
INV01823,C00966,"P00429,P00093",27/03/2024,MK
INV01824,C00661,"P00373,P00353,P00422,P00266",28/01/2024,CYB
INV01825,C00394,"P00386,P00208",13/08/2024,MK
INV01826,C00393,"P00398,P00114",07/08/2024,MK
INV01827,C01266,"P00110,P00179,P00063,P00359",05/11/2025,CYB
INV01828,C00049,"P00129,P00355",03/07/2024,MK
INV01829,C00810,"P00455,P00531,P00080,P00394,P00153",25/07/2024,MK
INV01830,C00363,"P00243,P00436,P00164,P00114",14/02/2024,MK
INV01831,C01383,"P00373,P00353,P00422,P00266,P00222,P00002",23/04/2025,CYB
INV01832,C01199,"P00271,P00052,P00183,P00054,P00083",02/09/2024,CYB
INV01833,C01164,"P00013,P00011",14/04/2025,MK
INV01834,C00839,"P00526,P00029,P00150",07/11/2024,CYB
INV01835,C01435,"P00156,P00336,P00108,P00089,P00380,P00169",20/12/2025,TKO
INV01836,C01162,P00499,19/06/2024,TKO
INV01837,C00699,"P00411,P00171,P00520",15/08/2024,ST
